"id","industryId","industry","targetName","value","createTime","updateTime","year","province"
"1715","31","教育","部委政策-学位管理与研究生教育司政策数量","1","17/9/2025 11:06:42","21/10/2025 13:26:53","2022",
"1716","1","医药制造业","地方政策-河南省发展和改革委员会政策数量","1","17/9/2025 11:06:42","21/10/2025 13:26:53","2022",
"1717","3","信息传输、软件和信息技术服务业","地方政策-安徽省经济和信息化厅政策数量","1","17/9/2025 11:06:42","21/10/2025 13:26:52","2022",
"1718",,"互联网和相关服务","地方政策-安徽省经济和信息化厅政策数量","1","17/9/2025 11:06:43","17/9/2025 11:06:43","2022",
"1719","21","通信传输设备业","地方政策-安徽省经济和信息化厅政策数量","1","17/9/2025 11:06:43","21/10/2025 13:26:53","2022",
"1720","3","信息传输、软件和信息技术服务业","地方政策-湖北省人民政府办公厅政策数量","1","17/9/2025 11:06:43","21/10/2025 13:26:52","2022",
"1721","21","通信传输设备业","地方政策-湖北省人民政府办公厅政策数量","1","17/9/2025 11:06:43","21/10/2025 13:26:53","2022",
"1722","30","科学研究和技术服务业","地方政策-湖北省人民政府办公厅政策数量","1","17/9/2025 11:06:43","21/10/2025 13:26:53","2022",
"1723","17","交通运输、仓储和邮政业","地方政策-北京市城市管理委员会政策数量","1","17/9/2025 11:06:43","21/10/2025 13:26:53","2022",
"1724","13","电力、热力、燃气及水生产和供应业","地方政策-北京市城市管理委员会政策数量","1","17/9/2025 11:06:43","21/10/2025 13:26:53","2022",
"1725","28","水利、环境和公共设施管理业","地方政策-河南省人民政府办公厅政策数量","1","17/9/2025 11:06:43","21/10/2025 13:26:52","2022",
"1726","3","信息传输、软件和信息技术服务业","地方政策-河南省人民政府办公厅政策数量","4","17/9/2025 11:06:43","21/10/2025 13:26:52","2022",
"1727","7","金融业","地方政策-河南省人民政府办公厅政策数量","2","17/9/2025 11:06:43","21/10/2025 13:26:52","2022",
"1728","31","教育","地方政策-河南省人民政府办公厅政策数量","2","17/9/2025 11:06:43","21/10/2025 13:26:53","2022",
"1729","35","卫生和社会工作","地方政策-河南省人民政府办公厅政策数量","1","17/9/2025 11:06:43","21/10/2025 13:26:53","2022",
"1730","33","文化、体育和娱乐业","地方政策-河南省人民政府办公厅政策数量","2","17/9/2025 11:06:44","21/10/2025 13:26:53","2022",
"1731","34","农、林、牧、渔业","地方政策-河南省人民政府办公厅政策数量","3","17/9/2025 11:06:44","21/10/2025 13:26:53","2022",
"1732","16","建筑业","地方政策-河南省人民政府办公厅政策数量","1","17/9/2025 11:06:44","21/10/2025 13:26:53","2022",
"1733","14","采矿业","地方政策-河南省人民政府办公厅政策数量","1","17/9/2025 11:06:44","21/10/2025 13:26:53","2022",
"1734",,"制造业","地方政策-河南省人民政府办公厅政策数量","1","17/9/2025 11:06:44","17/9/2025 11:06:44","2022",
"1735","30","科学研究和技术服务业","部委政策-自然科学基金委政策数量","1","17/9/2025 11:06:44","21/10/2025 13:26:53","2022",
"1736","3","信息传输、软件和信息技术服务业","部委政策-四川省发展和改革委员会政策数量","1","17/9/2025 11:06:44","21/10/2025 13:26:52","2022",
"1737",,"互联网和相关服务","部委政策-四川省发展和改革委员会政策数量","1","17/9/2025 11:06:44","17/9/2025 11:06:44","2022",
"1738",,"电信、广播电视和卫星传输服务","部委政策-四川省发展和改革委员会政策数量","1","17/9/2025 11:06:44","17/9/2025 11:06:44","2022",
"1739","3","信息传输、软件和信息技术服务业","部委政策-中共四川省委网络安全和信息化委员会办公室政策数量","1","17/9/2025 11:06:44","21/10/2025 13:26:52","2022",
"1740",,"互联网和相关服务","部委政策-中共四川省委网络安全和信息化委员会办公室政策数量","1","17/9/2025 11:06:44","17/9/2025 11:06:44","2022",
"1741",,"电信、广播电视和卫星传输服务","部委政策-中共四川省委网络安全和信息化委员会办公室政策数量","1","17/9/2025 11:06:44","17/9/2025 11:06:44","2022",
"1742","3","信息传输、软件和信息技术服务业","部委政策-四川省经济和信息化厅政策数量","1","17/9/2025 11:06:44","21/10/2025 13:26:52","2022",
"1743",,"互联网和相关服务","部委政策-四川省经济和信息化厅政策数量","1","17/9/2025 11:06:45","17/9/2025 11:06:45","2022",
"1744",,"电信、广播电视和卫星传输服务","部委政策-四川省经济和信息化厅政策数量","1","17/9/2025 11:06:45","17/9/2025 11:06:45","2022",
"1745","3","信息传输、软件和信息技术服务业","部委政策-四川省能源局政策数量","1","17/9/2025 11:06:45","21/10/2025 13:26:52","2022",
"1746",,"互联网和相关服务","部委政策-四川省能源局政策数量","1","17/9/2025 11:06:45","17/9/2025 11:06:45","2022",
"1747",,"电信、广播电视和卫星传输服务","部委政策-四川省能源局政策数量","1","17/9/2025 11:06:45","17/9/2025 11:06:45","2022",
"1748","3","信息传输、软件和信息技术服务业","部委政策-四川省通信管理局政策数量","1","17/9/2025 11:06:45","21/10/2025 13:26:52","2022",
"1749",,"互联网和相关服务","部委政策-四川省通信管理局政策数量","1","17/9/2025 11:06:45","17/9/2025 11:06:45","2022",
"1750",,"电信、广播电视和卫星传输服务","部委政策-四川省通信管理局政策数量","1","17/9/2025 11:06:45","17/9/2025 11:06:45","2022",
"1751","3","信息传输、软件和信息技术服务业","部委政策-四川省大数据中心政策数量","1","17/9/2025 11:06:45","21/10/2025 13:26:52","2022",
"1752",,"互联网和相关服务","部委政策-四川省大数据中心政策数量","1","17/9/2025 11:06:45","17/9/2025 11:06:45","2022",
"1753",,"电信、广播电视和卫星传输服务","部委政策-四川省大数据中心政策数量","1","17/9/2025 11:06:45","17/9/2025 11:06:45","2022",
"1754","3","信息传输、软件和信息技术服务业","地方政策-上海市经济和信息化委员会政策数量","3","17/9/2025 11:06:45","21/10/2025 13:26:52","2022",
"1755","1","医药制造业","地方政策-上海市经济和信息化委员会政策数量","3","17/9/2025 11:06:45","21/10/2025 13:26:53","2022",
"1756","12","汽车制造业","地方政策-上海市经济和信息化委员会政策数量","2","17/9/2025 11:06:45","21/10/2025 13:26:53","2022",
"1757","5","专用设备制造业","地方政策-上海市经济和信息化委员会政策数量","2","17/9/2025 11:06:45","21/10/2025 13:26:53","2022",
"1758","18","通用设备制造业","地方政策-上海市经济和信息化委员会政策数量","2","17/9/2025 11:06:45","21/10/2025 13:26:53","2022",
"1759","27","铁路、船舶、航空航天和其他运输设备制造业","地方政策-上海市经济和信息化委员会政策数量","1","17/9/2025 11:06:45","21/10/2025 13:26:53","2022",
"1760","32","仪器仪表制造业","地方政策-上海市经济和信息化委员会政策数量","1","17/9/2025 11:06:46","21/10/2025 13:26:53","2022",
"1761","2","化学原料和化学制品制造业","地方政策-上海市经济和信息化委员会政策数量","2","17/9/2025 11:06:46","21/10/2025 13:26:53","2022",
"1762","22","非金属矿物制品业","地方政策-上海市经济和信息化委员会政策数量","1","17/9/2025 11:06:46","21/10/2025 13:26:53","2022",
"1763","29","金属冶炼和压延加工业","地方政策-上海市经济和信息化委员会政策数量","2","17/9/2025 11:06:46","21/10/2025 13:26:53","2022",
"1764","26","金属制品业","地方政策-上海市经济和信息化委员会政策数量","1","17/9/2025 11:06:46","21/10/2025 13:26:53","2022",
"1765","23","橡胶和塑料制品业","地方政策-上海市经济和信息化委员会政策数量","1","17/9/2025 11:06:46","21/10/2025 13:26:53","2022",
"1766","43","化学纤维制造业","地方政策-上海市经济和信息化委员会政策数量","1","17/9/2025 11:06:46","21/10/2025 13:26:53","2022",
"1767","15","纺织鞋服业","地方政策-上海市经济和信息化委员会政策数量","1","17/9/2025 11:06:46","21/10/2025 13:26:53","2022",
"1768","38","家具制造业","地方政策-上海市经济和信息化委员会政策数量","1","17/9/2025 11:06:46","21/10/2025 13:26:53","2022",
"1769","36","造纸和纸制品业","地方政策-上海市经济和信息化委员会政策数量","1","17/9/2025 11:06:46","21/10/2025 13:26:53","2022",
"1770","41","文教、工美、体育和娱乐用品制造业","地方政策-上海市经济和信息化委员会政策数量","1","17/9/2025 11:06:46","21/10/2025 13:26:53","2022",
"1771","45","石油加工、炼焦和核燃料加工业","地方政策-上海市经济和信息化委员会政策数量","2","17/9/2025 11:06:46","21/10/2025 13:26:53","2022",
"1772","13","电力、热力、燃气及水生产和供应业","地方政策-上海市经济和信息化委员会政策数量","5","17/9/2025 11:06:46","21/10/2025 13:26:53","2022",
"1773","25","其他制造业","地方政策-上海市经济和信息化委员会政策数量","1","17/9/2025 11:06:46","21/10/2025 13:26:53","2022",
"1774","17","交通运输、仓储和邮政业","地方政策-河南省人民政府政策数量","1","17/9/2025 11:06:46","21/10/2025 13:26:53","2022",
"1775","3","信息传输、软件和信息技术服务业","地方政策-深圳市科技创新委员会政策数量","3","17/9/2025 11:06:47","21/10/2025 13:26:52","2022",
"1776","30","科学研究和技术服务业","地方政策-深圳市科技创新委员会政策数量","5","17/9/2025 11:06:47","21/10/2025 13:26:53","2022",
"1777",,"互联网和相关服务","地方政策-深圳市科技创新委员会政策数量","1","17/9/2025 11:06:47","17/9/2025 11:06:47","2022",
"1778","21","通信传输设备业","地方政策-深圳市科技创新委员会政策数量","1","17/9/2025 11:06:47","21/10/2025 13:26:53","2022",
"1779","19","半导体业","地方政策-深圳市科技创新委员会政策数量","1","17/9/2025 11:06:47","21/10/2025 13:26:53","2022",
"1780","5","专用设备制造业","地方政策-福建省工业和信息化厅政策数量","1","17/9/2025 11:06:47","21/10/2025 13:26:53","2022",
"1781","18","通用设备制造业","地方政策-福建省工业和信息化厅政策数量","1","17/9/2025 11:06:47","21/10/2025 13:26:53","2022",
"1782","32","仪器仪表制造业","地方政策-福建省工业和信息化厅政策数量","1","17/9/2025 11:06:47","21/10/2025 13:26:53","2022",
"1783","12","汽车制造业","地方政策-福建省工业和信息化厅政策数量","1","17/9/2025 11:06:47","21/10/2025 13:26:53","2022",
"1784","27","铁路、船舶、航空航天和其他运输设备制造业","地方政策-福建省工业和信息化厅政策数量","1","17/9/2025 11:06:47","21/10/2025 13:26:53","2022",
"1785","21","通信传输设备业","地方政策-福建省工业和信息化厅政策数量","1","17/9/2025 11:06:48","21/10/2025 13:26:53","2022",
"1786","19","半导体业","地方政策-福建省工业和信息化厅政策数量","1","17/9/2025 11:06:48","21/10/2025 13:26:53","2022",
"1787","25","其他制造业","地方政策-福建省工业和信息化厅政策数量","1","17/9/2025 11:06:48","21/10/2025 13:26:53","2022",
"1788","30","科学研究和技术服务业","部委政策-科学技术部政策数量","1","17/9/2025 11:06:48","21/10/2025 13:26:53","2022",
"1789","30","科学研究和技术服务业","部委政策-人力资源和社会保障部政策数量","1","17/9/2025 11:06:48","21/10/2025 13:26:53","2022",
"1790","30","科学研究和技术服务业","部委政策-国务院国有资产监督管理委员会政策数量","1","17/9/2025 11:06:48","21/10/2025 13:26:53","2022",
"1791","30","科学研究和技术服务业","部委政策-中国科学院政策数量","1","17/9/2025 11:06:48","21/10/2025 13:26:53","2022",
"1792","19","半导体业","地方政策-横琴粤澳深度合作区执行委员会政策数量","1","17/9/2025 11:06:48","21/10/2025 13:26:53","2022",
"1793","3","信息传输、软件和信息技术服务业","地方政策-安徽省人民政府政策数量","2","17/9/2025 11:06:48","21/10/2025 13:26:52","2022",
"1794","30","科学研究和技术服务业","地方政策-安徽省人民政府政策数量","3","17/9/2025 11:06:48","21/10/2025 13:26:53","2022",
"1795","30","科学研究和技术服务业","地方政策-山东省教育厅政策数量","1","17/9/2025 11:06:48","21/10/2025 13:26:53","2022",
"1796","3","信息传输、软件和信息技术服务业","国务院政策-国家知识产权局政策数量","1","17/9/2025 11:06:48","21/10/2025 13:26:52","2022",
"1797","30","科学研究和技术服务业","国务院政策-国家知识产权局政策数量","1","17/9/2025 11:06:48","21/10/2025 13:26:53","2022",
"1798","13","电力、热力、燃气及水生产和供应业","地方政策-上海市人民政府政策数量","2","17/9/2025 11:06:48","21/10/2025 13:26:53","2022",
"1799","29","金属冶炼和压延加工业","地方政策-上海市人民政府政策数量","2","17/9/2025 11:06:48","21/10/2025 13:26:53","2022",
"1800","45","石油加工、炼焦和核燃料加工业","地方政策-上海市人民政府政策数量","2","17/9/2025 11:06:48","21/10/2025 13:26:53","2022",
"1801","17","交通运输、仓储和邮政业","地方政策-上海市人民政府政策数量","2","17/9/2025 11:06:48","21/10/2025 13:26:53","2022",
"1802","16","建筑业","地方政策-上海市人民政府政策数量","1","17/9/2025 11:06:48","21/10/2025 13:26:53","2022",
"1803","3","信息传输、软件和信息技术服务业","地方政策-上海市人民政府政策数量","5","17/9/2025 11:06:49","21/10/2025 13:26:52","2022",
"1804","30","科学研究和技术服务业","地方政策-上海市人民政府政策数量","4","17/9/2025 11:06:49","21/10/2025 13:26:53","2022",
"1805","28","水利、环境和公共设施管理业","地方政策-上海市人民政府政策数量","1","17/9/2025 11:06:49","21/10/2025 13:26:52","2022",
"1806","34","农、林、牧、渔业","地方政策-上海市人民政府政策数量","2","17/9/2025 11:06:49","21/10/2025 13:26:53","2022",
"1807","7","金融业","地方政策-上海市人民政府政策数量","2","17/9/2025 11:06:49","21/10/2025 13:26:52","2022",
"1808","22","非金属矿物制品业","地方政策-河南省人民政府办公厅政策数量","1","17/9/2025 11:06:49","21/10/2025 13:26:53","2022",
"1809","29","金属冶炼和压延加工业","地方政策-河南省人民政府办公厅政策数量","1","17/9/2025 11:06:49","21/10/2025 13:26:53","2022",
"1810","1","医药制造业","地方政策-河南省人民政府办公厅政策数量","2","17/9/2025 11:06:49","21/10/2025 13:26:53","2022",
"1811","27","铁路、船舶、航空航天和其他运输设备制造业","地方政策-河南省人民政府办公厅政策数量","1","17/9/2025 11:06:49","21/10/2025 13:26:53","2022",
"1812","1","医药制造业","地方政策-江西省人民政府办公厅政策数量","1","17/9/2025 11:06:49","21/10/2025 13:26:53","2022",
"1813","3","信息传输、软件和信息技术服务业","地方政策-江西省人民政府办公厅政策数量","1","17/9/2025 11:06:49","21/10/2025 13:26:52","2022",
"1814","5","专用设备制造业","地方政策-江西省人民政府办公厅政策数量","1","17/9/2025 11:06:49","21/10/2025 13:26:53","2022",
"1815","6","消费电子及电气业","地方政策-江西省人民政府办公厅政策数量","1","17/9/2025 11:06:49","21/10/2025 13:26:53","2022",
"1816","8","商业电气机械和器材制造业","地方政策-江西省人民政府办公厅政策数量","1","17/9/2025 11:06:49","21/10/2025 13:26:53","2022",
"1817","12","汽车制造业","地方政策-江西省人民政府办公厅政策数量","1","17/9/2025 11:06:49","21/10/2025 13:26:53","2022",
"1818","18","通用设备制造业","地方政策-江西省人民政府办公厅政策数量","1","17/9/2025 11:06:50","21/10/2025 13:26:53","2022",
"1819","19","半导体业","地方政策-江西省人民政府办公厅政策数量","1","17/9/2025 11:06:50","21/10/2025 13:26:53","2022",
"1820","21","通信传输设备业","地方政策-江西省人民政府办公厅政策数量","1","17/9/2025 11:06:50","21/10/2025 13:26:53","2022",
"1821","27","铁路、船舶、航空航天和其他运输设备制造业","地方政策-江西省人民政府办公厅政策数量","1","17/9/2025 11:06:50","21/10/2025 13:26:53","2022",
"1822","32","仪器仪表制造业","地方政策-江西省人民政府办公厅政策数量","1","17/9/2025 11:06:50","21/10/2025 13:26:53","2022",
"1823","1","医药制造业","地方政策-深圳市发展和改革委员会政策数量","1","17/9/2025 11:06:50","21/10/2025 13:26:53","2022",
"1824","5","专用设备制造业","地方政策-深圳市发展和改革委员会政策数量","1","17/9/2025 11:06:50","21/10/2025 13:26:53","2022",
"1825","3","信息传输、软件和信息技术服务业","地方政策-重庆市人民政府办公厅政策数量","4","17/9/2025 11:06:50","21/10/2025 13:26:52","2022",
"1826",,"互联网和相关服务","地方政策-重庆市人民政府办公厅政策数量","2","17/9/2025 11:06:50","17/9/2025 11:06:50","2022",
"1827",,"电信、广播电视和卫星传输服务","地方政策-重庆市人民政府办公厅政策数量","2","17/9/2025 11:06:50","17/9/2025 11:06:50","2022",
"1828","3","信息传输、软件和信息技术服务业","地方政策-重庆市经济和信息化委员会政策数量","2","17/9/2025 11:06:50","21/10/2025 13:26:52","2022",
"1829","12","汽车制造业","地方政策-重庆市经济和信息化委员会政策数量","2","17/9/2025 11:06:50","21/10/2025 13:26:53","2022",
"1830","18","通用设备制造业","地方政策-重庆市经济和信息化委员会政策数量","1","17/9/2025 11:06:50","21/10/2025 13:26:53","2022",
"1831","5","专用设备制造业","地方政策-重庆市经济和信息化委员会政策数量","1","17/9/2025 11:06:50","21/10/2025 13:26:53","2022",
"1832","27","铁路、船舶、航空航天和其他运输设备制造业","地方政策-重庆市经济和信息化委员会政策数量","1","17/9/2025 11:06:50","21/10/2025 13:26:53","2022",
"1833","32","仪器仪表制造业","地方政策-重庆市经济和信息化委员会政策数量","1","17/9/2025 11:06:50","21/10/2025 13:26:53","2022",
"1834","21","通信传输设备业","地方政策-重庆市经济和信息化委员会政策数量","2","17/9/2025 11:06:50","21/10/2025 13:26:53","2022",
"1835","19","半导体业","地方政策-重庆市经济和信息化委员会政策数量","1","17/9/2025 11:06:50","21/10/2025 13:26:53","2022",
"1836","6","消费电子及电气业","地方政策-重庆市经济和信息化委员会政策数量","1","17/9/2025 11:06:50","21/10/2025 13:26:53","2022",
"1837","8","商业电气机械和器材制造业","地方政策-重庆市经济和信息化委员会政策数量","1","17/9/2025 11:06:50","21/10/2025 13:26:53","2022",
"1838","25","其他制造业","地方政策-重庆市经济和信息化委员会政策数量","1","17/9/2025 11:06:50","21/10/2025 13:26:53","2022",
"1839","17","交通运输、仓储和邮政业","地方政策-南京市财政局政策数量","1","17/9/2025 11:06:51","21/10/2025 13:26:53","2022",
"1840","17","交通运输、仓储和邮政业","地方政策-南京市交通运输局政策数量","1","17/9/2025 11:06:51","21/10/2025 13:26:53","2022",
"1841",,"互联网和相关服务","地方政策-重庆市经济和信息化委员会政策数量","1","17/9/2025 11:06:51","17/9/2025 11:06:51","2022",
"1842","12","汽车制造业","地方政策-广州市人民政府政策数量","1","17/9/2025 11:06:51","21/10/2025 13:26:53","2022",
"1843","13","电力、热力、燃气及水生产和供应业","地方政策-自治区人民政府办公厅政策数量","2","17/9/2025 11:06:51","21/10/2025 13:26:53","2022",
"1844","14","采矿业","地方政策-自治区人民政府办公厅政策数量","1","17/9/2025 11:06:51","21/10/2025 13:26:53","2022",
"1845","2","化学原料和化学制品制造业","地方政策-自治区人民政府办公厅政策数量","1","17/9/2025 11:06:51","21/10/2025 13:26:53","2022",
"1846","29","金属冶炼和压延加工业","地方政策-自治区人民政府办公厅政策数量","1","17/9/2025 11:06:51","21/10/2025 13:26:53","2022",
"1847","3","信息传输、软件和信息技术服务业","地方政策-自治区人民政府办公厅政策数量","1","17/9/2025 11:06:51","21/10/2025 13:26:52","2022",
"1848","34","农、林、牧、渔业","地方政策-自治区人民政府办公厅政策数量","1","17/9/2025 11:06:51","21/10/2025 13:26:53","2022",
"1849","30","科学研究和技术服务业","地方政策-自治区人民政府办公厅政策数量","1","17/9/2025 11:06:51","21/10/2025 13:26:53","2022",
"1850","17","交通运输、仓储和邮政业","地方政策-自治区人民政府办公厅政策数量","1","17/9/2025 11:06:51","21/10/2025 13:26:53","2022",
"1851","9","批发和零售业","地方政策-自治区人民政府办公厅政策数量","1","17/9/2025 11:06:51","21/10/2025 13:26:53","2022",
"1852","7","金融业","地方政策-自治区人民政府办公厅政策数量","1","17/9/2025 11:06:51","21/10/2025 13:26:52","2022",
"1853","28","水利、环境和公共设施管理业","地方政策-自治区人民政府办公厅政策数量","1","17/9/2025 11:06:51","21/10/2025 13:26:52","2022",
"1854","25","其他制造业","地方政策-自治区人民政府办公厅政策数量","1","17/9/2025 11:06:51","21/10/2025 13:26:53","2022",
"1855",,"互联网和相关服务","地方政策-上海市经济和信息化委员会政策数量","1","17/9/2025 11:06:51","17/9/2025 11:06:51","2022",
"1856",,"电信、广播电视和卫星传输服务","地方政策-上海市经济和信息化委员会政策数量","1","17/9/2025 11:06:51","17/9/2025 11:06:51","2022",
"1857","3","信息传输、软件和信息技术服务业","地方政策-上海市发展和改革委员会政策数量","2","17/9/2025 11:06:51","21/10/2025 13:26:52","2022",
"1858",,"互联网和相关服务","地方政策-上海市发展和改革委员会政策数量","1","17/9/2025 11:06:51","17/9/2025 11:06:51","2022",
"1859",,"电信、广播电视和卫星传输服务","地方政策-上海市发展和改革委员会政策数量","1","17/9/2025 11:06:52","17/9/2025 11:06:52","2022",
"1860","3","信息传输、软件和信息技术服务业","地方政策-福建省教育厅政策数量","1","17/9/2025 11:06:52","21/10/2025 13:26:52","2022",
"1861",,"互联网和相关服务","地方政策-福建省教育厅政策数量","1","17/9/2025 11:06:52","17/9/2025 11:06:52","2022",
"1862","30","科学研究和技术服务业","地方政策-福建省教育厅政策数量","1","17/9/2025 11:06:52","21/10/2025 13:26:53","2022",
"1863","33","文化、体育和娱乐业","地方政策-福建省教育厅政策数量","1","17/9/2025 11:06:52","21/10/2025 13:26:53","2022",
"1864","34","农、林、牧、渔业","地方政策-福建省教育厅政策数量","1","17/9/2025 11:06:52","21/10/2025 13:26:53","2022",
"1865","28","水利、环境和公共设施管理业","地方政策-福建省教育厅政策数量","1","17/9/2025 11:06:52","21/10/2025 13:26:52","2022",
"1866","3","信息传输、软件和信息技术服务业","地方政策-福建省发展和改革委员会政策数量","1","17/9/2025 11:06:52","21/10/2025 13:26:52","2022",
"1867",,"互联网和相关服务","地方政策-福建省发展和改革委员会政策数量","1","17/9/2025 11:06:52","17/9/2025 11:06:52","2022",
"1868","30","科学研究和技术服务业","地方政策-福建省发展和改革委员会政策数量","1","17/9/2025 11:06:52","21/10/2025 13:26:53","2022",
"1869","33","文化、体育和娱乐业","地方政策-福建省发展和改革委员会政策数量","1","17/9/2025 11:06:52","21/10/2025 13:26:53","2022",
"1870","34","农、林、牧、渔业","地方政策-福建省发展和改革委员会政策数量","1","17/9/2025 11:06:52","21/10/2025 13:26:53","2022",
"1871","28","水利、环境和公共设施管理业","地方政策-福建省发展和改革委员会政策数量","1","17/9/2025 11:06:52","21/10/2025 13:26:52","2022",
"1872","3","信息传输、软件和信息技术服务业","地方政策-福建省科学技术厅政策数量","1","17/9/2025 11:06:52","21/10/2025 13:26:52","2022",
"1873",,"互联网和相关服务","地方政策-福建省科学技术厅政策数量","1","17/9/2025 11:06:52","17/9/2025 11:06:52","2022",
"1874","30","科学研究和技术服务业","地方政策-福建省科学技术厅政策数量","1","17/9/2025 11:06:52","21/10/2025 13:26:53","2022",
"1875","33","文化、体育和娱乐业","地方政策-福建省科学技术厅政策数量","1","17/9/2025 11:06:52","21/10/2025 13:26:53","2022",
"1876","34","农、林、牧、渔业","地方政策-福建省科学技术厅政策数量","1","17/9/2025 11:06:52","21/10/2025 13:26:53","2022",
"1877","28","水利、环境和公共设施管理业","地方政策-福建省科学技术厅政策数量","1","17/9/2025 11:06:52","21/10/2025 13:26:52","2022",
"1878","3","信息传输、软件和信息技术服务业","地方政策-福建省工业和信息化厅政策数量","2","17/9/2025 11:06:53","21/10/2025 13:26:52","2022",
"1879",,"互联网和相关服务","地方政策-福建省工业和信息化厅政策数量","1","17/9/2025 11:06:53","17/9/2025 11:06:53","2022",
"1880","30","科学研究和技术服务业","地方政策-福建省工业和信息化厅政策数量","1","17/9/2025 11:06:53","21/10/2025 13:26:53","2022",
"1881","33","文化、体育和娱乐业","地方政策-福建省工业和信息化厅政策数量","1","17/9/2025 11:06:53","21/10/2025 13:26:53","2022",
"1882","34","农、林、牧、渔业","地方政策-福建省工业和信息化厅政策数量","1","17/9/2025 11:06:53","21/10/2025 13:26:53","2022",
"1883","28","水利、环境和公共设施管理业","地方政策-福建省工业和信息化厅政策数量","1","17/9/2025 11:06:53","21/10/2025 13:26:52","2022",
"1884","3","信息传输、软件和信息技术服务业","地方政策-福建省财政厅政策数量","1","17/9/2025 11:06:53","21/10/2025 13:26:52","2022",
"1885",,"互联网和相关服务","地方政策-福建省财政厅政策数量","1","17/9/2025 11:06:53","17/9/2025 11:06:53","2022",
"1886","30","科学研究和技术服务业","地方政策-福建省财政厅政策数量","1","17/9/2025 11:06:53","21/10/2025 13:26:53","2022",
"1887","33","文化、体育和娱乐业","地方政策-福建省财政厅政策数量","1","17/9/2025 11:06:53","21/10/2025 13:26:53","2022",
"1888","34","农、林、牧、渔业","地方政策-福建省财政厅政策数量","1","17/9/2025 11:06:53","21/10/2025 13:26:53","2022",
"1889","28","水利、环境和公共设施管理业","地方政策-福建省财政厅政策数量","1","17/9/2025 11:06:53","21/10/2025 13:26:52","2022",
"1890","3","信息传输、软件和信息技术服务业","地方政策-福建省生态环境厅政策数量","1","17/9/2025 11:06:53","21/10/2025 13:26:52","2022",
"1891",,"互联网和相关服务","地方政策-福建省生态环境厅政策数量","1","17/9/2025 11:06:53","17/9/2025 11:06:53","2022",
"1892","30","科学研究和技术服务业","地方政策-福建省生态环境厅政策数量","1","17/9/2025 11:06:53","21/10/2025 13:26:53","2022",
"1893","33","文化、体育和娱乐业","地方政策-福建省生态环境厅政策数量","1","17/9/2025 11:06:53","21/10/2025 13:26:53","2022",
"1894","34","农、林、牧、渔业","地方政策-福建省生态环境厅政策数量","1","17/9/2025 11:06:53","21/10/2025 13:26:53","2022",
"1895","28","水利、环境和公共设施管理业","地方政策-福建省生态环境厅政策数量","1","17/9/2025 11:06:53","21/10/2025 13:26:52","2022",
"1896","3","信息传输、软件和信息技术服务业","地方政策-福建省文化和旅游厅政策数量","1","17/9/2025 11:06:53","21/10/2025 13:26:52","2022",
"1897",,"互联网和相关服务","地方政策-福建省文化和旅游厅政策数量","1","17/9/2025 11:06:53","17/9/2025 11:06:53","2022",
"1898","30","科学研究和技术服务业","地方政策-福建省文化和旅游厅政策数量","1","17/9/2025 11:06:54","21/10/2025 13:26:53","2022",
"1899","33","文化、体育和娱乐业","地方政策-福建省文化和旅游厅政策数量","1","17/9/2025 11:06:54","21/10/2025 13:26:53","2022",
"1900","34","农、林、牧、渔业","地方政策-福建省文化和旅游厅政策数量","1","17/9/2025 11:06:54","21/10/2025 13:26:53","2022",
"1901","28","水利、环境和公共设施管理业","地方政策-福建省文化和旅游厅政策数量","1","17/9/2025 11:06:54","21/10/2025 13:26:52","2022",
"1902","3","信息传输、软件和信息技术服务业","地方政策-福建省海洋与渔业局政策数量","1","17/9/2025 11:06:54","21/10/2025 13:26:52","2022",
"1903",,"互联网和相关服务","地方政策-福建省海洋与渔业局政策数量","1","17/9/2025 11:06:54","17/9/2025 11:06:54","2022",
"1904","30","科学研究和技术服务业","地方政策-福建省海洋与渔业局政策数量","1","17/9/2025 11:06:54","21/10/2025 13:26:53","2022",
"1905","33","文化、体育和娱乐业","地方政策-福建省海洋与渔业局政策数量","1","17/9/2025 11:06:54","21/10/2025 13:26:53","2022",
"1906","34","农、林、牧、渔业","地方政策-福建省海洋与渔业局政策数量","1","17/9/2025 11:06:54","21/10/2025 13:26:53","2022",
"1907","28","水利、环境和公共设施管理业","地方政策-福建省海洋与渔业局政策数量","1","17/9/2025 11:06:54","21/10/2025 13:26:52","2022",
"1908","3","信息传输、软件和信息技术服务业","地方政策-福建省地方金融监督管理局政策数量","1","17/9/2025 11:06:54","21/10/2025 13:26:52","2022",
"1909",,"互联网和相关服务","地方政策-福建省地方金融监督管理局政策数量","1","17/9/2025 11:06:54","17/9/2025 11:06:54","2022",
"1910","30","科学研究和技术服务业","地方政策-福建省地方金融监督管理局政策数量","1","17/9/2025 11:06:54","21/10/2025 13:26:53","2022",
"1911","33","文化、体育和娱乐业","地方政策-福建省地方金融监督管理局政策数量","1","17/9/2025 11:06:54","21/10/2025 13:26:53","2022",
"1912","34","农、林、牧、渔业","地方政策-福建省地方金融监督管理局政策数量","1","17/9/2025 11:06:54","21/10/2025 13:26:53","2022",
"1913","28","水利、环境和公共设施管理业","地方政策-福建省地方金融监督管理局政策数量","1","17/9/2025 11:06:54","21/10/2025 13:26:52","2022",
